uid,decimalLongitude,decimalLatitude,Source,NPres
140,170,-40,ColanBalkwillPhd,1
141,170,-40,ColanBalkwillPhd,1
142,170,-40,ColanBalkwillPhd,1
143,170,-40,ColanBalkwillPhd,1
144,170,-40,ColanBalkwillPhd,1
145,170,-40,ColanBalkwillPhd,1
146,170,-40,ColanBalkwillPhd,1
147,170,-40,ColanBalkwillPhd,1
148,170,-40,ColanBalkwillPhd,1
149,170,-40,ColanBalkwillPhd,1
150,170,-40,ColanBalkwillPhd,1
151,170,-40,ColanBalkwillPhd,1
152,170,-40,ColanBalkwillPhd,1
153,170,-40,ColanBalkwillPhd,1
154,170,-40,ColanBalkwillPhd,1
155,170,-40,ColanBalkwillPhd,1
156,170,-40,ColanBalkwillPhd,1
157,170,-40,ColanBalkwillPhd,1
158,170,-40,ColanBalkwillPhd,1
159,170,-40,ColanBalkwillPhd,1
160,170,-40,ColanBalkwillPhd,1
161,170,-40,ColanBalkwillPhd,1
162,170,-40,ColanBalkwillPhd,1
163,170,-40,ColanBalkwillPhd,1
164,170,-40,ColanBalkwillPhd,1
165,170,-40,ColanBalkwillPhd,1
166,170,-40,ColanBalkwillPhd,1
167,170,-40,ColanBalkwillPhd,1
168,170,-40,ColanBalkwillPhd,1
169,170,-40,ColanBalkwillPhd,1
170,170,-40,ColanBalkwillPhd,1
171,170,-40,ColanBalkwillPhd,1
172,170,-40,ColanBalkwillPhd,1
173,170,-40,ColanBalkwillPhd,1
174,170,-40,ColanBalkwillPhd,1
175,170,-40,ColanBalkwillPhd,1
176,170,-40,ColanBalkwillPhd,1
177,170,-40,ColanBalkwillPhd,1
178,170,-40,ColanBalkwillPhd,1
179,170,-40,ColanBalkwillPhd,1
180,170,-40,ColanBalkwillPhd,1
181,170,-40,ColanBalkwillPhd,1
182,170,-40,ColanBalkwillPhd,1
183,170,-40,ColanBalkwillPhd,1
184,170,-40,ColanBalkwillPhd,1
185,170,-40,ColanBalkwillPhd,1
186,170,-40,ColanBalkwillPhd,1
187,170,-40,ColanBalkwillPhd,1
188,170,-40,ColanBalkwillPhd,1
189,170,-40,ColanBalkwillPhd,1
190,170,-40,ColanBalkwillPhd,1
191,170,-40,ColanBalkwillPhd,1
192,170,-40,ColanBalkwillPhd,1
193,170,-40,ColanBalkwillPhd,1
194,170,-40,ColanBalkwillPhd,1
195,170,-40,ColanBalkwillPhd,1
196,170,-40,ColanBalkwillPhd,1
197,170,-40,ColanBalkwillPhd,1
198,170,-40,ColanBalkwillPhd,1
199,170,-40,ColanBalkwillPhd,1
200,170,-40,ColanBalkwillPhd,1
201,170,-40,ColanBalkwillPhd,1
202,170,-40,ColanBalkwillPhd,1
203,170,-40,ColanBalkwillPhd,1
204,170,-40,ColanBalkwillPhd,1
205,170,-40,ColanBalkwillPhd,1
206,170,-40,ColanBalkwillPhd,1
207,170,-40,ColanBalkwillPhd,1
208,170,-40,iNaturalist,1
209,170,-40,iNaturalist,1
210,170,-40,iNaturalist,1
211,170,-40,iNaturalist,1
212,170,-40,iNaturalist,1
213,170,-40,iNaturalist,1
214,170,-40,iNaturalist,1
215,170,-40,iNaturalist,1
216,170,-40,iNaturalist,1
217,170,-40,iNaturalist,1
218,170,-40,iNaturalist,1
219,170,-40,iNaturalist,1
220,170,-40,iNaturalist,1
221,170,-40,iNaturalist,1
222,170,-40,iNaturalist,1
223,170,-40,iNaturalist,1
224,170,-40,iNaturalist,1
225,170,-40,iNaturalist,1
226,170,-40,iNaturalist,1
227,170,-40,iNaturalist,1
228,170,-40,iNaturalist,1
229,170,-40,iNaturalist,1
230,170,-40,iNaturalist,1
231,170,-40,iNaturalist,1
232,170,-40,iNaturalist,1
233,170,-40,iNaturalist,1
234,170,-40,iNaturalist,1
235,170,-40,iNaturalist,1
236,170,-40,iNaturalist,1
237,170,-40,iNaturalist,1
238,170,-40,iNaturalist,1
239,170,-40,iNaturalist,1
240,170,-40,iNaturalist,1
241,170,-40,iNaturalist,1
242,170,-40,iNaturalist,1
243,170,-40,iNaturalist,1
244,170,-40,iNaturalist,1
245,170,-40,WELT,1
246,170,-40,CHR,1
247,170,-40,CHR,1
248,170,-40,CHR,1
249,170,-40,WELT,1
250,170,-40,WELT,1
251,170,-40,CHR,1
252,170,-40,CHR,1
253,170,-40,WELT,1
254,170,-40,WELT,1
255,170,-40,WELT,1
256,170,-40,WELT,1
257,170,-40,WELT,1
258,170,-40,CHR,1
259,170,-40,WELT,1
260,170,-40,CHR,1
261,170,-40,MPN,1
262,170,-40,WELT,1
263,170,-40,CHR,1
264,170,-40,CHR,1
265,170,-40,CHR,1
266,170,-40,CHR,1
267,170,-40,CHR,1
268,170,-40,CHR,1
269,170,-40,CHR,1
